OBJECTID,Lat,Long,Speciality,contract,LicenseNumber,LocationNumber,FacInstanceId,FacilityType,FacilityName,FacilityStatus,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailCity,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,ConfidentialFaxNmbr,RCSRegionUnit,SpecialityCode,ContractCode,FacilityPOC,LicensedBedCount,LicenseExpirationDate,ServiceDisclosure,Has_Reports,Reports_Location,GeocodeScore,GeocodeSource
1707,-120.5780508,47.01651053,"Mental Health, Dementia",Adult Family Home,752319,40009670,41516,AF,VIP ADULT FAMILY HOME,OP,2007 W Peakview Dr,Ellensburg,WA,98926,Kittitas,2007 W Peakview Dr,Ellensburg,WA,98926,(509) 925-4049,,(509) 925-1165,1C,"SPMI, SPDE",1080XS-12 ,"ROSS, PATRICK ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752319,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752319,100,PointAddress
1708,-121.4812011,45.73458869,"Mental Health, Dementia","Expanded Community Services, Adult Family Home",751570,40006172,40620,AF,CHERRY STREET MANOR II,OP,460 NE Cherry St,White Salmon,WA,98672,Klickitat,PO BOX 376,WHITE SALMON,WA,98672,(509) 493-1084,,(509) 493-0058,3E,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Ezell, Lucinda D. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751570,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751570,100,PointAddress
1709,-120.8230801,45.81940953,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,752061,40003567,41410,AF,COUNTRY ROSE ADULT FAMILY HOME,OP,415 S COLUMBUS ST,GOLDENDALE,WA,98620,Klickitat,415 S COLUMBUS ST,GOLDENDALE,WA,98620,(509) 773-3586,,,3E,"SPMI, SPDE, SPDD",1080XS-12 ,"Teel, Ladonna L. ",3,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752061,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752061,100,PointAddress
1710,-120.8126923,45.81901923,"Mental Health, Dementia",Adult Family Home,750101,40007405,38654,AF,FULL CIRCLE ADULT FAMILY HOME,OP,624 E COLLINS ST,GOLDENDALE,WA,98620,Klickitat,624 E COLLINS ST,GOLDENDALE,WA,98620,(509) 773-6362,,,3E,"SPMI, SPDE",1080XS-12 ,"Tremble, Ellen ",2,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750101,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750101,100,PointAddress
1711,-120.6874816,45.84197564,"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",753331,40010347,44230,AF,Joy House,OP,47 New Hope Farm Rd,Goldendale,WA,98620,Klickitat,PO Box 89,Goldendale,WA,98620,(509) 773-3939,(509) 773-4759,,3E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Fogarty, Bonnie C. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753331,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753331,100,StreetAddress
1712,-120.6872584,45.83980959,Developmental Disabilities,"Meaningful Day, Expanded Community Services, Adult Family Home",280202,40002802,34504,AF,KINDNESS,OP,35 New Hope Farm Rd,Goldendale,WA,98620,Klickitat,PO BOX 89,GOLDENDALE,WA,98620,(509) 773-3939,,(509) 773-4759,3E,SPDD,"1080XS-12 , 1080XS-12 , 1080XS-12 ","Fogarty, Bonnie C. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=280202,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=280202,100,StreetAddress
1713,-120.6872083,45.84006471,"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",751253,40008658,39820,AF,Love House,OP,36 New Hope Farm Rd,Goldendale,WA,98620,Klickitat,PO Box 89,Goldendale,WA,98620,(509) 773-3939,,(509) 773-4759,3E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Fogarty, Bonnie C. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751253,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751253,100,StreetAddress
1714,-121.2874423,45.69623259,"Mental Health, Dementia",Adult Family Home,274902,40002749,34454,AF,MARGIES LYLE ADULT FAMILY HOME,OP,204 SPOKANE AVE,LYLE,WA,98635,Klickitat,PO BOX 161,LYLE,WA,98635,(509) 365-5500,,(509) 365-5500,3E,"SPMI, SPDE",1080XS-12 ,"Stohler, Margaret M. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=274902,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=274902,100,StreetAddress
1715,-120.6872989,45.84016877,"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",752261,40009707,41733,AF,PATIENCE HOUSE,OP,37 New Hope Farm Rd,Goldendale,WA,98620,Klickitat,PO BOX 89,GOLDENDALE,WA,98620,(509) 773-3939,,(509) 773-4759,3E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Chadbourne, Dawne M. ",5,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752261,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752261,100,StreetAddress
1716,-122.9128593,46.57643762,"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753623,40010090,44794,AF,#1 AFH Rai Angels Inc,OP,210 W Washington St,Napavine,WA,98565,Lewis,2437 50th Ave,Longview,WA,98632,(360) 560-1818,,(360) 483-0218,3D,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Rai, Balwinder ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753623,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753623,92,StreetAddress
1717,-122.9966201,46.72566123,"Mental Health, Dementia",Adult Family Home,752971,40002397,43915,AF,Athena Home,OP,812 COWLITZ RD,CENTRALIA,WA,98531,Lewis,812 COWLITZ RD,CENTRALIA,WA,98531,(360) 736-2626,,,3D,"SPMI, SPDE",1080XS-12 ,"Nicoara, Nicolae ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752971,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752971,100,PointAddress
1718,-122.9942399,46.73723007,"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753712,40010603,44898,AF,Beacons Adult Family Home LLC,OP,214 Washington Way,Centralia,WA,98531,Lewis,27906 Pacific Hwy S Apt 434,Federal Way,WA,98003,(206) 966-3284,,,3D,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Mwangi, Charles ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753712,No, ,100,PointAddress
1719,-122.9500424,46.71258944,"Mental Health, Dementia",Adult Family Home,754195,40008199,45671,AF,Best Quality Home Care 2,OP,317 S BERRY ST,CENTRALIA,WA,98531,Lewis,317 S BERRY ST,CENTRALIA,WA,98531,(360) 807-4479,,(360) 807-4482,3D,"SPMI, SPDE",1080XS-12 ,"Costan, Marius A. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754195,No, ,100,PointAddress
1720,-122.9214023,46.5822707,"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",754087,40008920,45323,AF,Brenda's Elder Care,OP,1033 Chieri Ct,Napavine,WA,98565,Lewis,512 SE 2nd St,Winlock,WA,98596,(360) 262-9481,,(360) 262-9878,3D,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Corwin, Brenda ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754087,No, ,92,StreetAddress
1721,-122.9690717,46.40427055,"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",751176,40008625,39764,AF,Clark's Country Haven Adult Family Home,OP,1735 Winlock Vader Rd,Winlock,WA,98596,Lewis,1735 Winlock Vader Rd,Winlock,WA,98596,(360) 295-0933,,,3D,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Clark, Tina M. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751176,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751176,100,PointAddress
1722,-122.9593311,46.73826102,"Mental Health, Dementia",Adult Family Home,753695,40010605,44900,AF,Coffee Creek AFH,OP,1817 Hillview Ave,Centralia,WA,98531,Lewis,111 Nicola Ct,Chehalis,WA,98532,(360) 669-0038,,(360) 559-6690,3D,"SPMI, SPDE",1080XS-12 ,"Varick, Melissa M. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753695,No, ,100,PointAddress
1723,-122.936312,46.64240071,"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",654000,40006540,37899,AF,ELLENS PLACE,OP,2145 SW SALSBURY AVE,CHEHALIS,WA,98532,Lewis,PO BOX 903,NAPAVINE,WA,98565,(360) 740-1955,(360) 262-9878,,3D,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Ashley, Ellen L. ",4,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=654000,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=654000,100,PointAddress
1724,-122.9601315,46.72951978,"Mental Health, Dementia",Adult Family Home,754065,40009461,45553,AF,Favored Homes LLC,OP,1218 N Washington Ave,Centralia,WA,98531,Lewis,1218 N Washington Ave,Centralia,WA,98531,(253) 232-0685,,(360) 807-4435,3D,"SPMI, SPDE",1080XS-12 ,"Kimani, Tabitha ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754065,No, ,100,PointAddress
1725,-122.2785502,46.55486101,"Mental Health, Dementia",Adult Family Home,751189,40008818,40063,AF,Heart of Gold Adult Family Home,OP,401 Temple Ave,Morton,WA,98356,Lewis,PO Box 1072,Morton,WA,98356,(360) 496-0340,,(360) 496-0812,3D,"SPMI, SPDE",1080XS-12 ,"Reynolds, Elizabeth R. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751189,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751189,100,PointAddress
1726,-122.9597726,46.73822961,Dementia,Adult Family Home,309902,40003099,34826,AF,LANDER HOUSE,OP,607 LANDER DR,CENTRALIA,WA,98531,Lewis,607 LANDER DR,CENTRALIA,WA,98531,(360) 736-8598,,(360) 807-6004,3D,SPDE,1080XS-12 ,"Meeks, Ira P. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=309902,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=309902,100,PointAddress
1727,-122.9551402,46.65391884,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,753532,40005569,44618,AF,LEAHS ADULT FAMILY HOME,OP,52 SW 12TH ST,CHEHALIS,WA,98532,Lewis,52 SW 12TH ST,CHEHALIS,WA,98532,(360) 740-8839,,(360) 740-8839,3D,"SPMI, SPDE, SPDD",1080XS-12 ,"Jensen, Leah M. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753532,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753532,100,PointAddress
1728,-122.9601297,46.72939088,"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",754088,40010372,45573,AF,Life Star Adult Family Home I,OP,1214 N Washington Ave,Centralia,WA,98531,Lewis,1214 N Washington Ave,Centralia,WA,98531,(360) 669-0057,,(253) 212-9522,3D,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Waruinge, Melvin N. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754088,No, ,100,PointAddress
1729,-123.0336011,46.65867076,"Mental Health, Dementia",Adult Family Home,752154,40009528,41275,AF,Logan St Manor #3,OP,102 Pine Dr,Chehalis,WA,98532,Lewis,102 Pine Dr,Chehalis,WA,98532,(360) 740-7431,,(360) 748-0851,3D,"SPMI, SPDE",1080XS-12 ,"Amondson-Muller, Linda C. ",5,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752154,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752154,100,PointAddress
1730,-122.9405305,46.73112925,"Mental Health, Dementia",Adult Family Home,750224,40005590,38847,AF,LOGAN STREET MANOR AFH LLC,OP,1410 LOGAN STREET,CENTRALIA,WA,98531,Lewis,102 Pine Dr,Chehalis,WA,98532-6933,(360) 740-7431,,(360) 748-0851,3D,"SPMI, SPDE",1080XS-12 ,"Amondson-Muller, Linda C. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750224,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750224,100,PointAddress
1731,-123.2901706,46.5748109,"Mental Health, Dementia","Meaningful Day, Expanded Community Services, Adult Family Home",751270,40008876,40148,AF,Maple Street Manor,OP,616 Maple St,Pe Ell,WA,98572,Lewis,239 McCormick Creek Rd,Pe Ell,WA,98572,(360) 291-2401,,,3D,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Shepherd, Janet L. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751270,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751270,100,PointAddress
1732,-123.2905085,46.57449534,"Mental Health, Dementia","Meaningful Day, Adult Family Home",753630,40010552,44783,AF,Maple Street Manor Too LLC,OP,610 Maple Street ,Pe Ell,WA,98572,Lewis,239 McCormick Creek Rd,Pe Ell,WA,98572,(360) 291-0553,,(360) 291-2403,3D,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Shepherd, Janet L. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753630,No, ,100,StreetAddress
1733,-122.278422,46.55385911,"Mental Health, Dementia",Adult Family Home,753866,40009644,45209,AF,Morton Love & Care Adult Family Home,OP,370 Westlake Ave,Morton,WA,98356,Lewis,PO Box 534,Morton,WA,98356,(360) 496-0859,,(360) 496-0828,3D,"SPMI, SPDE",1080XS-12 ,"Gabon, Shane ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753866,No, ,100,PointAddress
1734,-122.2722607,46.55597903,"Mental Health, Dementia","Expanded Community Services, Adult Family Home",753536,40000842,44690,AF,Morton Manor Adult Family Home,OP,180 Adams Ave,Morton,WA,98356,Lewis,PO Box 81,Morton,WA,98356,(360) 496-0333,,(360) 496-0031,3D,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Ramos-Caliwliw, Maribel ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753536,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753536,100,PointAddress
1735,-122.9822307,46.73056068,"Mental Health, Dementia",Adult Family Home,752983,40010136,43813,AF,My Blue Heaven,OP,1221 Johnson Rd,Centralia,WA,98531,Lewis,1221 Johnson Rd,Centralia,WA,98531,(360) 581-5234,(360) 669-0211,,3D,"SPMI, SPDE",1080XS-12 ,"Ferris, Coleen E. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752983,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752983,100,PointAddress
1736,-122.9784964,46.73353303,Dementia,"Expanded Community Services, Adult Family Home",751188,40008773,39996,AF,Oak Wood Haven Adult Family Home LLC,OP,1518 Jensen Ave,Centralia,WA,98531,Lewis,1518 Jensen Ave,Centralia,WA,98531,(360) 520-0045,(360) 736-3664,,3D,SPDE,"1080XS-12 , 1080XS-12 ","Shero, Denise R. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751188,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751188,100,StreetAddress
1737,-122.9630309,46.71061018,"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753653,40007390,44859,AF,Olympic Healthcare Services II Inc,OP,802 Atherton St,Centralia,WA,98531,Lewis,802 Atherton St,Centralia,WA,98531,(360) 736-2046,,(360) 736-2046,3D,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Tuzman, Nina N. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753653,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753653,100,PointAddress
1738,-122.96234,46.71058936,"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",751373,40006072,40348,AF,Olympic Healthcare Services Inc,OP,610 Hamilton Ave,Centralia,WA,98531,Lewis,463 Chilvers Road,Chehalis,WA,98532,(360) 269-1976,,,3D,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Baida, Galina D. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751373,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751373,100,PointAddress
1739,-123.2664619,46.59338121,"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753308,40010375,44298,AF,Potter's Country Home,OP,250 Katula Rd,Chehalis,WA,98532,Lewis,250 Katula Rd,Chehalis,WA,98532,(360) 291-0551,,(360) 291-0521,3D,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Potter, Amanda D. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753308,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753308,100,PointAddress
1740,-122.9594711,46.72437083,"Mental Health, Dementia",No Contract,750701,40008401,39394,AF,"Serenity Care, Inc",OP,821 H St,Centralia,WA,98531,Lewis,821 H St,Centralia,WA,98531,(360) 807-4485,(360) 807-4486,,3D,"SPMI, SPDE",,"Magill, Patrick M. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750701,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750701,100,PointAddress
1741,-122.9947196,46.73690139,Developmental Disabilities,"Private Duty Nursing, Adult Family Home",754038,40010767,45258,AF,Vivian's House Young Adult Center,OP,230 Washington Way Bldg  B,Centralia ,WA,98531,Lewis,230 Washington Way Bldg  B,Centralia ,WA,98531,(360) 736-9178,,(360) 736-8312,3D,SPDD,"1080XS-12 , 1080XS-12 ","DOBSON, JAIMEE ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754038,No, ,100,PointAddress
1742,-122.9475409,46.64336833,"Mental Health, Dementia","Expanded Community Services, Adult Family Home",753594,40009156,44724,AF,Welcome Home Adult Family Home,OP,1750 SW Armstrong Ct,Chehalis,WA,98532,Lewis,1363 SW Wilson Ave,Chehalis,WA,98532,(360) 740-5355,,(360) 740-4413,3D,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Colin, Jessica ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753594,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753594,100,StreetAddress
1743,-118.1423392,47.65134991,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,508400,40005084,36770,AF,SERENE MEADOWS II,OP,804 1st St,Davenport,WA,99122,Lincoln,PO BOX 1300,DAVENPORT,WA,99122,(509) 725-0299,,(509) 725-1220,1B,"SPMI, SPDE, SPDD",1080XS-12 ,"Badgley, Barbara ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=508400,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=508400,100,PointAddress
1744,-118.1419008,47.65125878,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,637500,40006375,37762,AF,SERENE MEADOWS III,OP,803 1ST,DAVENPORT,WA,99122,Lincoln,P.O. Box 1300,DAVENPORT,WA,99122,(509) 725-7778,,(509) 725-1220,1B,"SPMI, SPDE, SPDD",1080XS-12 ,"Badgley, Barbara ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=637500,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=637500,100,PointAddress
1745,-123.130041,47.27898935,"Mental Health, Dementia","Expanded Community Services, Adult Family Home",751117,40008744,39948,AF,Carlstrom Comfort Living LLC Adult Family Home,OP,5012 E Brockdale Rd,Shelton,WA,98584,Mason,5012 E Brockdale Rd,Shelton,WA,98584,(360) 432-2199,,(866) 800-6339,3D,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Carlstrom, Tera L. ",4,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751117,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751117,100,PointAddress
1746,-123.0756006,47.17234081,"Mental Health, Dementia","Expanded Community Services, Adult Family Home",566300,40005663,37214,AF,FOUR SEASONS AFH,OP,1420 SE COLE RD,SHELTON,WA,98584,Mason,1420 SE COLE RD,SHELTON,WA,98584,(360) 427-4003,,,3D,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Kaufman, Teresa S. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=566300,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=566300,100,PointAddress
1747,-123.1104714,47.1984589,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,699400,40006994,38301,AF,FRANK & MARIAS PLACE ADULT FAMILY HOME,OP,726 DAWN AVE,SHELTON,WA,98584,Mason,726 DAWN AVE,SHELTON,WA,98584,(360) 868-2030,,(360) 426-5099,3D,"SPMI, SPDE, SPDD",1080XS-12 ,"Areopagita, Francisco ",2,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=699400,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=699400,100,PointAddress
1748,-122.8833799,47.38771886,"Mental Health, Dementia","Expanded Community Services, Adult Family Home",752007,40009407,41075,AF,Grandma's Garden Adult Family Home LLC,OP,21 E Wildlife Way,Belfair,WA,98528,Mason,21 E Wildlife Way,Belfair,WA,98528,(360) 275-6640,,,3D,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Gunter, Donald C. ",5,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752007,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752007,100,PointAddress
1749,-123.103772,47.22017964,Dementia,Adult Family Home,14201,40000142,31163,AF,NORTHCLIFF PLACE,OP,1109 NORTHCLIFF RD,SHELTON,WA,98584,Mason,1109 NORTHCLIFF RD,SHELTON,WA,98584,(360) 427-2646,,,3D,SPDE,1080XS-12 ,"Fletcher, Susan K. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=14201,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=14201,100,PointAddress
1750,-119.0257291,48.62809979,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,751138,40008801,40033,AF,Country Meadow Estate AFH,OP,461 Cape Labelle Rd,Tonasket,WA,98855,Okanogan,PO Box 1678,Tonasket,WA,98855,(509) 486-2124,,(509) 486-2124,1B,"SPMI, SPDE, SPDD",1080XS-12 ,"Chambers, Danette M. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751138,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751138,100,PointAddress
1751,-119.5288916,48.53617159,Dementia,Adult Family Home,597900,40005979,37465,AF,GOLDEN YEARS,OP,48 Hubbard Rd # A,Riverside,WA,98849,Okanogan,48 Hubbard Rd # A,Riverside,WA,98849,(509) 846-0146,,(509) 846-0146,1B,SPDE,1080XS-12 ,"Holz, Ryan D. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=597900,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=597900,100,StreetAddress
1752,-120.1796017,48.47087415,Dementia,Adult Family Home,752368,40008090,41756,AF,Jamie's Place,OP,109 Norfolk,Winthrop,WA,98862,Okanogan,PO Box 1260,Winthrop,WA,98862,(509) 996-4417,,(509) 996-4418,1B,SPDE,1080XS-12 ,"Ochoa, Angel ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752368,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752368,91,StreetAddress
1753,-119.5226316,48.41441932,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,751229,40001583,40175,AF,KATIMBANG HOUSE,OP,348 E DEWBERRY,OMAK,WA,98841,Okanogan,348 E DEWBERRY,OMAK,WA,98841,(509) 826-2747,,(509) 826-4572,1B,"SPMI, SPDE, SPDD",1080XS-12 ,"Katimbang, Karen M. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751229,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751229,100,PointAddress
1754,-120.1796182,48.47086598,Dementia,Adult Family Home,752367,40008867,41755,AF,MOUNTAIN VIEW,OP,109 B NORFOLK,WINTHROP,WA,98862,Okanogan,PO BOX 1260,WINTHROP,WA,98862,(509) 996-4425,,(509) 996-4417,1B,SPDE,1080XS-12 ,"Ochoa, Angel ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752367,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752367,91,StreetAddress
1755,-119.4341671,48.70707203,"Mental Health, Dementia",Adult Family Home,266601,40002666,34367,AF,ORCHARD COUNTRY MANOR,OP,7 SE State ST,TONASKET,WA,98855,Okanogan,7 SE State ST,TONASKET,WA,98855,(509) 486-1923,(509) 476-3285,,1B,"SPMI, SPDE",1080XS-12 ,"Cude, Rebecca L. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=266601,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=266601,100,StreetAddress
